"InstanceSizeFlexibilityGroup","ArmSkuName","Ratio"
"Virtual Machines Famdsv7-series Linux","Standard_F32amds_v7","32"
"Virtual Machines Famdsv7-series Linux","Standard_F4-1amds_v7","4"
"Virtual Machines Famdsv7-series Linux","Standard_F4-2amds_v7","4"
"Virtual Machines Famdsv7-series Linux","Standard_F48amds_v7","48"
"Virtual Machines Famdsv7-series Linux","Standard_F4amds_v7","4"
"Virtual Machines Famdsv7-series Linux","Standard_F64-16amds_v7","64"
"Virtual Machines Famdsv7-series Linux","Standard_F64-32amds_v7","64"
"Virtual Machines Famdsv7-series Linux","Standard_F64amds_v7","64"
"Virtual Machines Famdsv7-series Linux","Standard_F8-2amds_v7","8"
"Virtual Machines Famdsv7-series Linux","Standard_F8-4amds_v7","8"
"Virtual Machines Famdsv7-series Linux","Standard_F80amds_v7","80"
"Virtual Machines Famdsv7-series Linux","Standard_F8amds_v7","8"
"Virtual Machines Famsv6-series Linux","Standard_F16ams_v6","16"
"Virtual Machines Famsv6-series Linux","Standard_F1ams_v6","1"
"Virtual Machines Famsv6-series Linux","Standard_F2ams_v6","2"
"Virtual Machines Famsv6-series Linux","Standard_F32ams_v6","32"
"Virtual Machines Famsv6-series Linux","Standard_F48ams_v6","48"
"Virtual Machines Famsv6-series Linux","Standard_F4ams_v6","4"
"Virtual Machines Famsv6-series Linux","Standard_F64ams_v6","64"
"Virtual Machines Famsv6-series Linux","Standard_F72iams_v6","72"
"Virtual Machines Famsv6-series Linux","Standard_F8ams_v6","8"
"Virtual Machines Famsv7-series Linux","Standard_F16-4ams_v7","16"
"Virtual Machines Famsv7-series Linux","Standard_F16-8ams_v7","16"
"Virtual Machines Famsv7-series Linux","Standard_F16ams_v7","16"
"Virtual Machines Famsv7-series Linux","Standard_F1ams_v7","1"
"Virtual Machines Famsv7-series Linux","Standard_F2-1ams_v7","2"
"Virtual Machines Famsv7-series Linux","Standard_F2ams_v7","2"
"Virtual Machines Famsv7-series Linux","Standard_F32-16ams_v7","32"
"Virtual Machines Famsv7-series Linux","Standard_F32-8ams_v7","32"
"Virtual Machines Famsv7-series Linux","Standard_F32ams_v7","32"
"Virtual Machines Famsv7-series Linux","Standard_F4-1ams_v7","4"
"Virtual Machines Famsv7-series Linux","Standard_F4-2ams_v7","4"
"Virtual Machines Famsv7-series Linux","Standard_F48ams_v7","48"
"Virtual Machines Famsv7-series Linux","Standard_F4ams_v7","4"
"Virtual Machines Famsv7-series Linux","Standard_F64-16ams_v7","64"
"Virtual Machines Famsv7-series Linux","Standard_F64-32ams_v7","64"
"Virtual Machines Famsv7-series Linux","Standard_F64ams_v7","64"
"Virtual Machines Famsv7-series Linux","Standard_F8-2ams_v7","8"
"Virtual Machines Famsv7-series Linux","Standard_F8-4ams_v7","8"
"Virtual Machines Famsv7-series Linux","Standard_F80ams_v7","80"
"Virtual Machines Famsv7-series Linux","Standard_F8ams_v7","8"
"Virtual Machines Fasv6-series Linux","Standard_F16as_v6","16"
"Virtual Machines Fasv6-series Linux","Standard_F1as_v6","1"
"Virtual Machines Fasv6-series Linux","Standard_F2as_v6","2"
"Virtual Machines Fasv6-series Linux","Standard_F32as_v6","32"
"Virtual Machines Fasv6-series Linux","Standard_F48as_v6","48"
"Virtual Machines Fasv6-series Linux","Standard_F4as_v6","4"
"Virtual Machines Fasv6-series Linux","Standard_F64as_v6","64"
"Virtual Machines Fasv6-series Linux","Standard_F72as_v6","72"
"Virtual Machines Fasv6-series Linux","Standard_F8as_v6","8"
"Virtual Machines Fasv7-series Linux","Standard_F16as_v7","16"
"Virtual Machines Fasv7-series Linux","Standard_F1as_v7","1"
"Virtual Machines Fasv7-series Linux","Standard_F2as_v7","2"
"Virtual Machines Fasv7-series Linux","Standard_F32as_v7","32"
"Virtual Machines Fasv7-series Linux","Standard_F48as_v7","48"
"Virtual Machines Fasv7-series Linux","Standard_F4as_v7","4"
"Virtual Machines Fasv7-series Linux","Standard_F64as_v7","64"
"Virtual Machines Fasv7-series Linux","Standard_F80as_v7","80"
"Virtual Machines Fasv7-series Linux","Standard_F8as_v7","8"
"Virtual Machines FXmdsv2-series Linux","Standard_FX12-6mds_v2","12"
"Virtual Machines FXmdsv2-series Linux","Standard_FX12mds_v2","12"
"Virtual Machines FXmdsv2-series Linux","Standard_FX16-4mds_v2","16"
"Virtual Machines FXmdsv2-series Linux","Standard_FX16-8mds_v2","16"
"Virtual Machines FXmdsv2-series Linux","Standard_FX16mds_v2","16"
"Virtual Machines FXmdsv2-series Linux","Standard_FX24-12mds_v2","24"
"Virtual Machines FXmdsv2-series Linux","Standard_FX24-6mds_v2","24"
"Virtual Machines FXmdsv2-series Linux","Standard_FX24mds_v2","24"
"Virtual Machines FXmdsv2-series Linux","Standard_FX2mds_v2","2"
"Virtual Machines FXmdsv2-series Linux","Standard_FX32-16mds_v2","32"
"Virtual Machines FXmdsv2-series Linux","Standard_FX32-8mds_v2","32"
"Virtual Machines FXmdsv2-series Linux","Standard_FX32mds_v2","32"
"Virtual Machines FXmdsv2-series Linux","Standard_FX4-2mds_v2","4"
"Virtual Machines FXmdsv2-series Linux","Standard_FX48-12mds_v2","48"
"Virtual Machines FXmdsv2-series Linux","Standard_FX48-24mds_v2","48"
"Virtual Machines FXmdsv2-series Linux","Standard_FX48mds_v2","48"
"Virtual Machines FXmdsv2-series Linux","Standard_FX4mds_v2","4"
"Virtual Machines FXmdsv2-series Linux","Standard_FX64-16mds_v2","63.9"
"Virtual Machines FXmdsv2-series Linux","Standard_FX64-32mds_v2","63.9"
"Virtual Machines FXmdsv2-series Linux","Standard_FX64mds_v2","63.9"
"Virtual Machines FXmdsv2-series Linux","Standard_FX8-2mds_v2","8"
"Virtual Machines FXmdsv2-series Linux","Standard_FX8-4mds_v2","8"
"Virtual Machines FXmdsv2-series Linux","Standard_FX8mds_v2","8"
"Virtual Machines FXmdsv2-series Linux","Standard_FX96-24mds_v2","95.84"
"Virtual Machines FXmdsv2-series Linux","Standard_FX96-48mds_v2","95.84"
"Virtual Machines FXmdsv2-series Linux","Standard_FX96mds_v2","95.84"
"Virtual Machines FXmsv2-series Linux","Standard_FX12-6ms_v2","12"
"Virtual Machines FXmsv2-series Linux","Standard_FX12ms_v2","12"
"Virtual Machines FXmsv2-series Linux","Standard_FX16-4ms_v2","16"
"Virtual Machines FXmsv2-series Linux","Standard_FX16-8ms_v2","16"
"Virtual Machines FXmsv2-series Linux","Standard_FX16ms_v2","16"
"Virtual Machines FXmsv2-series Linux","Standard_FX24-12ms_v2","24"
"Virtual Machines FXmsv2-series Linux","Standard_FX24-6ms_v2","24"
"Virtual Machines FXmsv2-series Linux","Standard_FX24ms_v2","24"
"Virtual Machines FXmsv2-series Linux","Standard_FX2ms_v2","2"
"Virtual Machines FXmsv2-series Linux","Standard_FX32-16ms_v2","32"
"Virtual Machines FXmsv2-series Linux","Standard_FX32-8ms_v2","32"
"Virtual Machines FXmsv2-series Linux","Standard_FX32ms_v2","32"
"Virtual Machines FXmsv2-series Linux","Standard_FX4-2ms_v2","4"
"Virtual Machines FXmsv2-series Linux","Standard_FX48-12ms_v2","48"
"Virtual Machines FXmsv2-series Linux","Standard_FX48-24ms_v2","48"
"Virtual Machines FXmsv2-series Linux","Standard_FX48ms_v2","48"
"Virtual Machines FXmsv2-series Linux","Standard_FX4ms_v2","4"
"Virtual Machines FXmsv2-series Linux","Standard_FX64-16ms_v2","64"
"Virtual Machines FXmsv2-series Linux","Standard_FX64-32ms_v2","64"
"Virtual Machines FXmsv2-series Linux","Standard_FX64ms_v2","64"
"Virtual Machines FXmsv2-series Linux","Standard_FX8-2ms_v2","8"
"Virtual Machines FXmsv2-series Linux","Standard_FX8-4ms_v2","8"
"Virtual Machines FXmsv2-series Linux","Standard_FX8ms_v2","8"
"Virtual Machines FXmsv2-series Linux","Standard_FX96-24ms_v2","96.14"
"Virtual Machines FXmsv2-series Linux","Standard_FX96-48ms_v2","96.14"
"Virtual Machines FXmsv2-series Linux","Standard_FX96ms_v2","96.14"
"Virtual Machines HBrsv4-series Linux","Standard_HB176-144rs_v4","176"
"Virtual Machines HBrsv4-series Linux","Standard_HB176-24rs_v4","176"
"Virtual Machines HBrsv4-series Linux","Standard_HB176-48rs_v4","176"
"Virtual Machines HBrsv4-series Linux","Standard_HB176-96rs_v4","176"
"Virtual Machines HBrsv4-series Linux","Standard_HB176rs_v4","176"
"Virtual Machines HBrsv5 Linux","Standard_HB368-144rs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368-192rs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368-240rs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368-288rs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368-336rs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368-48rs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368-96rs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368FC-144rs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368FC-192rs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368FC-240rs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368FC-288rs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368FC-336rs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368FC-48rs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368FC-96rs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368FCrs_v5","368"
"Virtual Machines HBrsv5 Linux","Standard_HB368rs_v5","368"
"Virtual Machines HXrs Linux","Standard_HX176-144rs","176"
"Virtual Machines HXrs Linux","Standard_HX176-24rs","176"
"Virtual Machines HXrs Linux","Standard_HX176-48rs","176"
"Virtual Machines HXrs Linux","Standard_HX176-96rs","176"
"Virtual Machines HXrs Linux","Standard_HX176rs","176"
"Virtual Machines Laosv4-series Linux","Standard_L12aos_v4","12"
"Virtual Machines Laosv4-series Linux","Standard_L16aos_v4","16"
"Virtual Machines Laosv4-series Linux","Standard_L16aous_v4","16"
"Virtual Machines Laosv4-series Linux","Standard_L24aos_v4","24"
"Virtual Machines Laosv4-series Linux","Standard_L2aos_v4","2"
"Virtual Machines Laosv4-series Linux","Standard_L32aos_v4","32"
"Virtual Machines Laosv4-series Linux","Standard_L32aous_v4","32"
"Virtual Machines Laosv4-series Linux","Standard_L4aos_v4","4"
"Virtual Machines Laosv4-series Linux","Standard_L8aos_v4","8"
"Virtual Machines Lasv4 Series Linux","Standard_L16as_v4","16"
"Virtual Machines Lasv4 Series Linux","Standard_L16aus_v4","16"
"Virtual Machines Lasv4 Series Linux","Standard_L2as_v4","2"
"Virtual Machines Lasv4 Series Linux","Standard_L32as_v4","32"
"Virtual Machines Lasv4 Series Linux","Standard_L32aus_v4","32"
"Virtual Machines Lasv4 Series Linux","Standard_L48as_v4","48"
"Virtual Machines Lasv4 Series Linux","Standard_L48aus_v4","48"
"Virtual Machines Lasv4 Series Linux","Standard_L4as_v4","4"
"Virtual Machines Lasv4 Series Linux","Standard_L64as_v4","64"
"Virtual Machines Lasv4 Series Linux","Standard_L64aus_v4","64"
"Virtual Machines Lasv4 Series Linux","Standard_L80as_v4","80"
"Virtual Machines Lasv4 Series Linux","Standard_L80aus_v4","80"
"Virtual Machines Lasv4 Series Linux","Standard_L8as_v4","8"
"Virtual Machines Lasv4 Series Linux","Standard_L96as_v4","96"
"Virtual Machines Lasv4 Series Linux","Standard_L96aus_v4","96"
"Virtual Machines Lsv4 Series Linux","L192isv4","192"
"Virtual Machines Lsv4 Series Linux","Standard_L16s_v4","16"
"Virtual Machines Lsv4 Series Linux","Standard_L16us_v4","16"
"Virtual Machines Lsv4 Series Linux","Standard_L2s_v4","2"
"Virtual Machines Lsv4 Series Linux","Standard_L32s_v4","32"
"Virtual Machines Lsv4 Series Linux","Standard_L32us_v4","32"
"Virtual Machines Lsv4 Series Linux","Standard_L48s_v4","48"
"Virtual Machines Lsv4 Series Linux","Standard_L48us_v4","48"
"Virtual Machines Lsv4 Series Linux","Standard_L4s_v4","4"
"Virtual Machines Lsv4 Series Linux","Standard_L64s_v4","64"
"Virtual Machines Lsv4 Series Linux","Standard_L64us_v4","64"
"Virtual Machines Lsv4 Series Linux","Standard_L80s_v4","80"
"Virtual Machines Lsv4 Series Linux","Standard_L80us_v4","80"
"Virtual Machines Lsv4 Series Linux","Standard_L8s_v4","8"
"Virtual Machines Lsv4 Series Linux","Standard_L96s_v4","96"
"Virtual Machines Lsv4 Series Linux","Standard_L96us_v4","96"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M128-64bds_3_v3","31.5"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M128-64bds_v3","8"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M128bds_3_v3","31.5"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M128bds_v3","8"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M16bds_v3","1"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M176-88bds_4_v3","43"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M176-88bds_v3","11"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M176bds_3_v3","24.6"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M176bds_4_v3","43"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M176bds_v3","11"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M32bds_v3","2"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M48bds_v3","3"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M64-32bds_1_v3","15.7"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M64bds_1_v3","15.7"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M64bds_v3","4"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M96-48bds_2_v3","23.6"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M96bds_2_v3","23.6"
"Virtual Machines Mbdsv3 Medium Memory Series Linux","Standard_M96bds_v3","6"
"Virtual Machines Mbsv3 Medium Memory Series Linux","Standard_M128-64bs_v3","8"
"Virtual Machines Mbsv3 Medium Memory Series Linux","Standard_M128bs_v3","8"
"Virtual Machines Mbsv3 Medium Memory Series Linux","Standard_M16bs_v3","1"
"Virtual Machines Mbsv3 Medium Memory Series Linux","Standard_M176-88bs_v3","11"
"Virtual Machines Mbsv3 Medium Memory Series Linux","Standard_M176bs_3_v3","24.6"
"Virtual Machines Mbsv3 Medium Memory Series Linux","Standard_M176bs_v3","11"
"Virtual Machines Mbsv3 Medium Memory Series Linux","Standard_M32bs_v3","2"
"Virtual Machines Mbsv3 Medium Memory Series Linux","Standard_M416bs_v3","34.4"
"Virtual Machines Mbsv3 Medium Memory Series Linux","Standard_M48bs_v3","3"
"Virtual Machines Mbsv3 Medium Memory Series Linux","Standard_M64bs_v3","4"
"Virtual Machines Mbsv3 Medium Memory Series Linux","Standard_M96bs_v3","6"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M416ds_10_v3","416"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M416ds_12_v3","416"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M416ds_6_v3","1"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M416ds_8_v3","1.33"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M416ds_9_v3","416"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M416ds-104_6_v3","1.005"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M416ds-104_8_v3","1.3065"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M416ds-208_6_v3","1.005"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M416ds-208_8_v3","1.3065"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M624ds_12_v3","2"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M624ds-156_12_v3","2.01"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M624ds-312_12_v3","2.01"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M832ds_12_v3","2.01"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M832ds-208_12_v3","2.01"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M832ds-416_12_v3","2.01"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M832ids_16_v3","2.96"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M832ids-208_16_v3","2.9145"
"Virtual Machines Mdsv3 High Memory Series Linux","Standard_M832ids-416_16_v3","2.9145"
"Virtual Machines Mdsv3 Medium Memory Series DedicatedHost","mdsv3medmem_type1","1"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M12ds_v3","1"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M12ds-6_v3","1.008621"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M176ds_2_v3","9.985345"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M176ds_3_v3","11.7"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M176ds_4_v3","16.2"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M176ds-44_3_v3","11.7"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M176ds-44_4_v3","16.238793"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M176ds-88_3_v3","11.7"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M176ds-88_4_v3","16.238793"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M24ds_v3","2"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M24ds-12_v3","2.017241"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M24ds-6_v3","2.017241"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M48ds_1_v3","4.1"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M48ds-12_1_v3","4.034483"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M48ds-24_1_v3","4.034483"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M96ds_1_v3","6.1"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M96ds_2_v3","8.1"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M96ds-24_1_v3","6.051724"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M96ds-24_2_v3","8.068966"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M96ds-48_1_v3","6.051724"
"Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M96ds-48_2_v3","8.068966"
"Virtual Machines Mdsv3 Very High Memory Series Linux","Standard_M1792ixds_32_v3","2.8"
"Virtual Machines Mdsv3 Very High Memory Series Linux","Standard_M832ixds_24_v3","1.8"
"Virtual Machines Mdsv3 Very High Memory Series Linux","Standard_M832xds_16_v3","1"
"Virtual Machines Mdsv3 Very High Memory Series Linux","Standard_M896ixds_24_v3","1.9"
"Virtual Machines Mdsv3 Very High Memory Series Linux","Standard_M896ixds_32_v3","2.6"
"Virtual Machines Mdsv3 Very High Memory Series Linux","Standard_M896xds_16_v3","1.3"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M416s_10_v3","416"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M416s_12_v3","416"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M416s_6_v3","1"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M416s_8_v3","1.33"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M416s_9_v3","416"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M416s-104_6_v3","1.005"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M416s-104_8_v3","1.3065"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M416s-208_6_v3","1.005"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M416s-208_8_v3","1.3065"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M624s_12_v3","2"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M624s-156_12_v3","2.01"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M624s-312_12_v3","2.01"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M832is_16_v3","2.96"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M832is-208_16_v3","2.9145"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M832is-416_16_v3","2.9145"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M832s_12_v3","2.01"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M832s-208_12_v3","2.01"
"Virtual Machines Msv3 High Memory Series Linux","Standard_M832s-416_12_v3","2.01"
"Virtual Machines Msv3 Medium Memory Series DedicatedHost","msv3medmem_type1","1"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M12s_v3","1"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M12s-6_v32","1.006211"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M176s_2_v3","9.961491"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M176s_3_v3","11.6"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M176s_4_v3","16.2"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M176s-44_3_v3","11.571429"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M176s-44_4_v3","16.2"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M176s-88_3_v3","11.571429"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M176s-88_4_v3","16.2"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M24s_v3","2"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M24s-12_v3","2.012422"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M24s-6_v3","2.012422"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M48s_1_v3","4"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M48s-12_1_v3","4.024845"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M48s-24_1_v3","4.024845"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M96s_1_v3","6.1"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M96s_2_v3","8.1"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M96s-24_1_v3","6.037267"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M96s-24_2_v3","8.049689"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M96s-48_1_v3","6.037267"
"Virtual Machines Msv3 Medium Memory Series Linux","Standard_M96s-48_2_v3","8.049689"
"Virtual Machines NCadsH100_v5-series Linux","Standard_NC40ads_H100_v5","40"
"Virtual Machines NCadsH100_v5-series Linux","Standard_NC80adis_H100_v5","80"
"Virtual Machines NCCadsH100_v5_series Linux","Standard_NCC40ads_H100_v5","40"
"Virtual Machines NCdsxlRTX6kv6 Linux","Standard_NC144ds_xl_RTXPRO6000BSE_v6","144"
"Virtual Machines NCdsxlRTX6kv6 Linux","Standard_NC288ds_xl_RTXPRO6000BSE_v6","288"
"Virtual Machines NCdsxlRTX6kv6 Linux","Standard_NC36ds_xl_RTXPRO6000BSE_v6","36"
"Virtual Machines NCdsxlRTX6kv6 Linux","Standard_NC72ds_xl_RTXPRO6000BSE_v6","72"
"Virtual Machines NCldsxlRTX6kv6 Linux","Standard_NC144lds_xl_RTXPRO6000BSE_v6","144"
"Virtual Machines NCldsxlRTX6kv6 Linux","Standard_NC24lds_xl_RTXPRO6000BSE_v6","24"
"Virtual Machines NCldsxlRTX6kv6 Linux","Standard_NC288lds_xl_RTXPRO6000BSE_v6","288"
"Virtual Machines NCldsxlRTX6kv6 Linux","Standard_NC36lds_xl_RTXPRO6000BSE_v6","36"
"Virtual Machines NCldsxlRTX6kv6 Linux","Standard_NC72lds_xl_RTXPRO6000BSE_v6","72"
"Virtual Machines ND MI300X v5 Series Linux","Standard_ND96is_MI300X_v5","96"
"Virtual Machines ND MI300X v5 Series Linux","Standard_ND96isr_MI300X_v5","96"
"Virtual Machines NDamsf A100 v4-Series Linux","Standard_ND96ams_A100_flex_v4","1"
"Virtual Machines NDamsrf A100 v4-Series Linux","Standard_ND96amsf_A100_v4","1"
"Virtual Machines NDamsrf A100 v4-Series Linux","Standard_ND96amsrf_A100_v4","1.1"
"Virtual Machines NDs GB200 v6-Series Linux","Standard_ND128is_GB200_v6","1"
"Virtual Machines NDs H100 v5 Series Linux","Standard_ND96is_noIB_H100_v5","1"
"Virtual Machines NDs H200 v5 Series Linux","Standard_ND96is_H200_v5","1"
"Virtual Machines NDs MI300X v5 Series Linux","Standard ND96is noIB MI300X v5","1"
"Virtual Machines NDsf GB200 v6-Series Linux","Standard_ND128isf_GB200_v6","1"
"Virtual Machines NDsf H100 v5 Series Linux","Standard_ND96is_flex_H100_v5","1"
"Virtual Machines NDsf H200 v5 Series Linux","Standard_ND96isf_H200_v5","1"
"Virtual Machines NDsf MI300X v5-Series Linux","Standard ND96isf MI300X v5","1"
"Virtual Machines NDsr GB200 ETH Metal v6-Series Linux","ND144_ETH_GB200_Metal_v6","1"
"Virtual Machines NDsr GB200 ETH v6-Series Linux","Standard_ND128isr_ETH_GB200_v6","1"
"Virtual Machines NDsr GB200 NDR v6 Series Linux","Standard_ND128isr_NDR_GB200_v6","128"
"Virtual Machines NDsr GB300 v6-Series Linux","Standard_ND128isr_GB300_v6","128"
"Virtual Machines NDsr H100 v5-Series Linux","Standard_ND96is_H100_v5","96.872727"
"Virtual Machines NDsr H100 v5-Series Linux","Standard_ND96isr_H100_v5","106.56"
"Virtual Machines NDsr H200 v5 Series Linux","Standard_ND96isr_H200_v5","96"
"Virtual Machines NDsr INFE H100 v5 Series Linux","Standard ND96isr INFE H100 v5","1"
"Virtual Machines NDsrf GB200 ETH v6-Series Linux","Standard_ND128isrf_ETH_GB200_v6","1"
"Virtual Machines NDsrf GB200 NDR v6 Series Linux","Standard_ND128isrf_NDR_GB200_v6","1"
"Virtual Machines Ndsrf H100 V5-Series Linux","Standard_ND96isf_H100_v5","1"
"Virtual Machines Ndsrf H100 V5-Series Linux","Standard_ND96isrf_H100_v5","1.1"
"Virtual Machines NDsrf H200 v5 Series Linux","Standard_ND96isrf_H200_v5","1"
"Virtual Machines NDsrf MI300X v5-Series Linux","Standard ND96isrf MI300X v5","1"
"Virtual Machines NGads_V620_v1  Linux","Standard_NG16ads_V620_v1","16"
"Virtual Machines NGads_V620_v1  Linux","Standard_NG32adms_V620","41.6"
"Virtual Machines NGads_V620_v1  Linux","Standard_NG32ads_V620_v1","32"
"Virtual Machines NGads_V620_v1  Linux","Standard_NG8ads_V620_v1","8"
"Virtual Machines NMads MA35D Linux","Standard_NM16ads_MA35D","1"
"Virtual Machines NVads_V710_v5 Linux","Standard_NV12ads_V710_v5","12"
"Virtual Machines NVads_V710_v5 Linux","Standard_NV24ads_V710_v5","24"
"Virtual Machines NVads_V710_v5 Linux","Standard_NV28adms_V710_v5","28.4"
"Virtual Machines NVads_V710_v5 Linux","Standard_NV4ads_V710_v5","4"
"Virtual Machines NVads_V710_v5 Linux","Standard_NV8ads_V710_v5","8"
