"InstanceSizeFlexibilityGroup","ArmSkuName","Ratio"
"Foundry_Agent_P3","Commitment Tier TA4H 1M","14"
"Foundry_Agent_P3","Commitment Tier TA4H 3M","11"
"Foundry_Agent_P3","Commitment Tier TA4H Connected 10M","5.5"
"Foundry_Agent_P3","Commitment Tier TA4H Connected 1M","14000"
"Foundry_Agent_P3","Commitment Tier TA4H Connected 3M","27500"
"Foundry_Agent_P3","Commitment Tier Txt Azure 10M","0.2"
"Foundry_Agent_P3","Commitment Tier Txt Azure 1M","338"
"Foundry_Agent_P3","Commitment Tier Txt Azure 2.5M","0.3"
"Foundry_Agent_P3","Commitment Tier Txt Azure 25M","6563"
"Foundry_Agent_P3","Commitment Tier Txt Conn 10M","2850"
"Foundry_Agent_P3","Commitment Tier Txt Conn 1M","0.3"
"Foundry_Agent_P3","Commitment Tier Txt Conn 2.5M","0.3"
"Foundry_Agent_P3","Commitment Tier Txt Conn 25M","6234"
"Foundry_Agent_P3","Compute Pool","0.2"
"Foundry_Agent_P3","Copilot and AI","0.3"
"Foundry_Agent_P3","Cosmos DB backup storage","0.3"
"Foundry_Agent_P3","Csms DB in MS Fabric","1"
"Foundry_Agent_P3","Custom - Fast Transcription","0.4"
"Foundry_Agent_P3","Custom Image Classification","20"
"Foundry_Agent_P3","Custom Object Detection","2"
"Foundry_Agent_P3","Custom Speech to Text Batch Teams","0.2"
"Foundry_Agent_P3","D3","9"
"Foundry_Agent_P3","Data Movement","0.2"
"Foundry_Agent_P3","Data Orchestration","1"
"Foundry_Agent_P3","Data Warehouse","1"
"Foundry_Agent_P3","davinci-002-FT-Hstng-glbl","1.7"
"Foundry_Agent_P3","davinci-002-FT-Hstng-regnl","1.7"
"Foundry_Agent_P3","davinci-002-FT-Trng-glbl","50"
"Foundry_Agent_P3","davinci-002-FT-Trng-regnl","50"
"Foundry_Agent_P3","dbt job","1"
"Foundry_Agent_P3","Digital Twin Builder","0.2"
"Foundry_Agent_P3","Digital Twin Builder Operation","1"
"Foundry_Agent_P3","Digital Twin Builder Query","0.2"
"Foundry_Agent_P3","Doc AI DZone 2505","3.2"
"Foundry_Agent_P3","Doc AI glbl 2505","3"
"Foundry_Agent_P3","Doc AI regnl 2505","3.6"
"Foundry_Agent_P3","Document Field Extraction","22"
"Foundry_Agent_P3","Embed Internal","16"
"Foundry_Agent_P3","embedding-davinci-regnl","0.2"
"Foundry_Agent_P3","Enterprise","39"
"Foundry_Agent_P3","Eventhouse","0.1"
"Foundry_Agent_P3","Eventstream Connector","1"
"Foundry_Agent_P3","Eventstream Data Traffic","0.2"
"Foundry_Agent_P3","Eventstream Flat","1"
"Foundry_Agent_P3","Eventstream Processor","0.2"
"Foundry_Agent_P3","Fabric Meter 15","1"
"Foundry_Agent_P3","Fabric Meter 23","0.5"
"Foundry_Agent_P3","Fabric Meter 27","1"
"Foundry_Agent_P3","Fabric Meter 28","1"
"Foundry_Agent_P3","Fabric Meter 29","1"
"Foundry_Agent_P3","Fabric Meter 31","0.2"
"Foundry_Agent_P3","Fabric Meter 34","1"
"Foundry_Agent_P3","Fabric Meter 36","0.2"
"Foundry_Agent_P3","Fabric Meter 37","1"
"Foundry_Agent_P3","Fabric Meter 38","1"
"Foundry_Agent_P3","Fabric Meter 39","1"
"Foundry_Agent_P3","Fabric Meter 40","1"
"Foundry_Agent_P3","Fabric Meter 41","1"
"Foundry_Agent_P3","Fabric Meter 42","1"
"Foundry_Agent_P3","Fabric Meter 43","1"
"Foundry_Agent_P3","Fabric Meter 44","1"
"Foundry_Agent_P3","Fabric Meter 45","1"
"Foundry_Agent_P3","Fabric Meter 46","0.2"
"Foundry_Agent_P3","Fabric Meter 47","1"
"Foundry_Agent_P3","Fabric Meter 48","1"
"Foundry_Agent_P3","Fabric Meter 49","0.2"
"Foundry_Agent_P3","Fabric Meter 50","0.1"
"Foundry_Agent_P3","Fabric Meter 51","1"
"Foundry_Agent_P3","Fabric Meter 52","0.2"
"Foundry_Agent_P3","Fabric Meter 53","0.1"
"Foundry_Agent_P3","Fabric Meter 54","1"
"Foundry_Agent_P3","Fabric Meter 55","1"
"Foundry_Agent_P3","Fabric Meter 56","1"
"Foundry_Agent_P3","Fabric Meter 57","0.1"
"Foundry_Agent_P3","Fabric Meter 58","0.2"
"Foundry_Agent_P3","Fabric Meter 59","1"
"Foundry_Agent_P3","Fabric Meter 60","1"
"Foundry_Agent_P3","Fabric_Capacity_CU_Hour","0.1"
"Foundry_Agent_P3","Fabric_Capacity_Data_Movement_Incremental_copy","1"
"Foundry_Agent_P3","Face Transaction","1"
"Foundry_Agent_P3","Fast Transcription","0.3"
"Foundry_Agent_P3","File Based Speech Translation Input","1"
"Foundry_Agent_P3","file-search-tool-calls-datazone","2.7"
"Foundry_Agent_P3","file-search-tool-calls-glbl","2.5"
"Foundry_Agent_P3","file-search-tool-calls-rgnl","3.4"
"Foundry_Agent_P3","Flux 1.1 Pro Dzone","44"
"Foundry_Agent_P3","Flux 1.1 Pro glbl","40"
"Foundry_Agent_P3","Flux 1.1 Pro regnl","48.3"
"Foundry_Agent_P3","gpt 4.5 0227 Outp glbl","0.1"
"Foundry_Agent_P3","GPT 5 Batch Inpt DZone","0.6"
"Foundry_Agent_P3","GPT 5 Batch Inpt Glbl","0.6"
"Foundry_Agent_P3","GPT 5 Batch outpt DZone","5.5"
"Foundry_Agent_P3","GPT 5 Batch outpt Glbl","5"
"Foundry_Agent_P3","GPT 5 cchd Inpt DZone","0.1"
"Foundry_Agent_P3","GPT 5 cchd Inpt Glbl","0.1"
"Foundry_Agent_P3","GPT 5 cchd Inpt Rgnl","0.1"
"Foundry_Agent_P3","GPT 5 Chat cchd Inpt DZone","0.1"
"Foundry_Agent_P3","GPT 5 Chat cchd Inpt Glbl","0.1"
"Foundry_Agent_P3","GPT 5 Chat cchd Inpt Rgnl","0.1"
"Foundry_Agent_P3","GPT 5 Chat Inpt DZone","1.3"
"Foundry_Agent_P3","GPT 5 Chat Inpt Glbl","1.2"
"Foundry_Agent_P3","GPT 5 Chat Inpt Rgnl","1.5"
"Foundry_Agent_P3","GPT 5 Chat outpt DZone","13.7"
"Foundry_Agent_P3","GPT 5 Chat outpt Glbl","12.5"
"Foundry_Agent_P3","GPT 5 Chat outpt Rgnl","12"
"Foundry_Agent_P3","GPT 5 Inpt DZone","1.3"
"Foundry_Agent_P3","GPT 5 Inpt Glbl","1.2"
"Foundry_Agent_P3","GPT 5 Inpt Rgnl","1.3"
"Foundry_Agent_P3","GPT 5 Mini Batch Inpt DZone","0.1"
"Foundry_Agent_P3","GPT 5 Mini Batch Inpt Glbl","0.1"
"Foundry_Agent_P3","GPT 5 Mini Batch outpt DZone","1.3"
"Foundry_Agent_P3","GPT 5 Mini Batch outpt Glbl","1"
"Foundry_Agent_P3","GPT 5 Mini Inpt DZone","0.2"
"Foundry_Agent_P3","GPT 5 Mini Inpt Glbl","0.2"
"Foundry_Agent_P3","GPT 5 Mini Inpt Rgnl","0.3"
"Foundry_Agent_P3","GPT 5 Mini outpt DZone","2.7"
"Foundry_Agent_P3","GPT 5 Mini outpt Glbl","2"
"Foundry_Agent_P3","GPT 5 Mini outpt Rgnl","2.4"
"Foundry_Agent_P3","gpt 5 mini Prty Inp Dzone","0.4"
"Foundry_Agent_P3","gpt 5 mini Prty Inp glbl","0.4"
"Foundry_Agent_P3","gpt 5 mini Prty Outp Dzone","3.9"
"Foundry_Agent_P3","gpt 5 mini Prty Outp glbl","3.6"
"Foundry_Agent_P3","GPT 5 Nano Batch outpt DZone","0.2"
"Foundry_Agent_P3","GPT 5 Nano Batch outpt Glbl","0.2"
"Foundry_Agent_P3","GPT 5 Nano outpt DZone","0.4"
"Foundry_Agent_P3","GPT 5 Nano outpt Glbl","0.4"
"Foundry_Agent_P3","GPT 5 Nano outpt Rgnl","0.4"
"Foundry_Agent_P3","GPT 5 outpt DZone","11"
"Foundry_Agent_P3","GPT 5 outpt Glbl","10"
"Foundry_Agent_P3","GPT 5 outpt Rgnl","12"
"Foundry_Agent_P3","gpt 5 pro out dzone","0.1"
"Foundry_Agent_P3","gpt 5 pro out glbl","0.1"
"Foundry_Agent_P3","gpt 5 Prty cchd Inp Dzone","0.2"
"Foundry_Agent_P3","gpt 5 Prty cchd Inp glbl","0.3"
"Foundry_Agent_P3","gpt 5 Prty Inp Dzone","2.7"
"Foundry_Agent_P3","gpt 5 Prty Inp glbl","2.5"
"Foundry_Agent_P3","gpt 5 Prty Outp Dzone","22"
"Foundry_Agent_P3","gpt 5 Prty Outp glbl","20"
"Foundry_Agent_P3","GPT 5.2 Batch inp Dz","0.9"
"Foundry_Agent_P3","GPT 5.2 Batch inp Gl","0.8"
"Foundry_Agent_P3","GPT 5.2 Batch opt Dz","7.7"
"Foundry_Agent_P3","GPT 5.2 Batch opt Gl","7"
"Foundry_Agent_P3","GPT 5.2 cd inp Dz","0.1"
"Foundry_Agent_P3","GPT 5.2 cd inp Gl","0.1"
"Foundry_Agent_P3","GPT 5.2 cd inp Rg","0.1"
"Foundry_Agent_P3","GPT 5.2 chat cd inp Dz","0.1"
"Foundry_Agent_P3","GPT 5.2 chat cd inp Gl","0.1"
"Foundry_Agent_P3","GPT 5.2 chat cd inp Rg","0.2"
"Foundry_Agent_P3","GPT 5.2 chat inp Dz","1.9"
"Foundry_Agent_P3","GPT 5.2 chat inp Gl","1.7"
"Foundry_Agent_P3","GPT 5.2 chat inp Rg","2.1"
"Foundry_Agent_P3","GPT 5.2 chat opt Dz","19.2"
"Foundry_Agent_P3","GPT 5.2 chat opt Gl","14"
"Foundry_Agent_P3","GPT 5.2 chat opt Rg","19.2"
"Foundry_Agent_P3","GPT 5.2 inp Dz","1.9"
"Foundry_Agent_P3","GPT 5.2 inp Gl","1.7"
"Foundry_Agent_P3","GPT 5.2 inp Rg","1.9"
"Foundry_Agent_P3","GPT 5.2 opt Dz","15.4"
"Foundry_Agent_P3","GPT 5.2 opt Gl","14"
"Foundry_Agent_P3","GPT 5.2 opt Rg","16.9"
"Foundry_Agent_P3","GPT 5.2 pro Batch inp Dz","11.5"
"Foundry_Agent_P3","GPT 5.2 pro Batch inp Gl","13.1"
"Foundry_Agent_P3","GPT 5.2 pro Batch opt Dz","92.4"
"Foundry_Agent_P3","GPT 5.2 pro Batch opt Gl","84"
"Foundry_Agent_P3","GPT 5.2 pro inp Dz","23.1"
"Foundry_Agent_P3","GPT 5.2 pro inp Gl","21"
"Foundry_Agent_P3","GPT 5.2 pro inp Rg","27.7"
"Foundry_Agent_P3","GPT 5.2 pro opt Dz","184.8"
"Foundry_Agent_P3","GPT 5.2 pro opt Gl","168"
"Foundry_Agent_P3","GPT 5.2 pro opt Rg","203.2"
"Foundry_Agent_P3","GPT 51 Batch inp Dz","0.6"
"Foundry_Agent_P3","GPT 51 Batch inp Gl","0.6"
"Foundry_Agent_P3","GPT 51 Batch opt Dz","5.5"
"Foundry_Agent_P3","GPT 51 Batch opt Gl","5"
"Foundry_Agent_P3","GPT 51 cd inp Dz","0.1"
"Foundry_Agent_P3","GPT 51 cd inp Gl","0.1"
"Foundry_Agent_P3","GPT 51 cd inp Rg","0.1"
"Foundry_Agent_P3","GPT 51 chat cd inp Dz","0.1"
"Foundry_Agent_P3","GPT 51 chat cd inp Gl","0.1"
"Foundry_Agent_P3","GPT 51 chat cd inp Rg","0.1"
"Foundry_Agent_P3","GPT 51 chat inp Dz","1.3"
"Foundry_Agent_P3","GPT 51 chat inp Gl","1.2"
"Foundry_Agent_P3","GPT 51 chat inp Rg","1.3"
"Foundry_Agent_P3","GPT 51 chat opt Dz","11"
"Foundry_Agent_P3","GPT 51 chat opt Gl","12.5"
"Foundry_Agent_P3","GPT 51 chat opt Rg","12"
"Foundry_Agent_P3","GPT 51 inp Dz","1.3"
"Foundry_Agent_P3","GPT 51 inp Gl","1.2"
"Foundry_Agent_P3","GPT 51 inp Rg","1.5"
"Foundry_Agent_P3","GPT 51 opt Dz","11"
"Foundry_Agent_P3","GPT 51 opt Gl","10"
"Foundry_Agent_P3","GPT 51 opt Rg","12"
"Foundry_Agent_P3","gpt aud mn in DZ 1215","11"
"Foundry_Agent_P3","gpt aud mn in gl 1215","10"
"Foundry_Agent_P3","gpt aud mn in rg 1215","11"
"Foundry_Agent_P3","gpt aud mn out DZ 1215","22"
"Foundry_Agent_P3","gpt aud mn out gl 1215","20"
"Foundry_Agent_P3","gpt aud mn out rg 1215","22"
"Foundry_Agent_P3","gpt aud mn txt in DZ 1215","0.6"
"Foundry_Agent_P3","gpt aud mn txt in gl 1215","0.5"
"Foundry_Agent_P3","gpt aud mn txt in rg 1215","0.6"
"Foundry_Agent_P3","gpt aud mn txt out DZ 1215","2.6"
"Foundry_Agent_P3","gpt aud mn txt out gl 1215","2.3"
"Foundry_Agent_P3","gpt aud mn txt out rg 1215","2.9"
"Foundry_Agent_P3","gpt img 1.5 in cd img DZ","2.2"
"Foundry_Agent_P3","gpt img 1.5 in cd img gl","2.5"
"Foundry_Agent_P3","gpt img 1.5 in cd txt DZ","1.3"
"Foundry_Agent_P3","gpt img 1.5 in cd txt gl","1.2"
"Foundry_Agent_P3","gpt img 1.5 in img DZ","8.8"
"Foundry_Agent_P3","gpt img 1.5 in img gl","8"
"Foundry_Agent_P3","gpt img 1.5 in txt DZ","5.5"
"Foundry_Agent_P3","gpt img 1.5 in txt gl","6.2"
"Foundry_Agent_P3","gpt img 1.5 out img DZ","35.2"
"Foundry_Agent_P3","gpt img 1.5 out img gl","40"
"Foundry_Agent_P3","gpt img 1.5 out txt DZ","11"
"Foundry_Agent_P3","gpt img 1.5 out txt gl","10"
"Foundry_Agent_P3","gpt rt aud mn cd in DZ 1215","0.3"
"Foundry_Agent_P3","gpt rt aud mn cd in gl 1215","0.2"
"Foundry_Agent_P3","gpt rt aud mn cd in rg 1215","0.3"
"Foundry_Agent_P3","gpt rt aud mn in DZ 1215","11"
"Foundry_Agent_P3","gpt rt aud mn in gl 1215","10"
"Foundry_Agent_P3","gpt rt aud mn in rg 1215","11"
"Foundry_Agent_P3","gpt rt aud mn out DZ 1215","22"
"Foundry_Agent_P3","gpt rt aud mn out gl 1215","20"
"Foundry_Agent_P3","gpt rt aud mn out rg 1215","26.3"
"Foundry_Agent_P3","gpt rt img mn in DZ 1215","0.8"
"Foundry_Agent_P3","gpt rt img mn in gl 1215","0.8"
"Foundry_Agent_P3","gpt rt img mn in rg 1215","0.9"
"Foundry_Agent_P3","gpt rt txt mn in DZ 1215","0.6"
"Foundry_Agent_P3","gpt rt txt mn in gl 1215","0.5"
"Foundry_Agent_P3","gpt rt txt mn in rg 1215","0.7"
"Foundry_Agent_P3","gpt rt txt mn out DZ 1215","2.6"
"Foundry_Agent_P3","gpt rt txt mn Out gl 1215","2.3"
"Foundry_Agent_P3","gpt rt txt mn out rg 1215","2.6"
"Foundry_Agent_P3","gpt-35-turbo16K-FT-Hstng-glbl","1.7"
"Foundry_Agent_P3","gpt-35-turbo16K-FT-Hstng-regnl","2.1"
"Foundry_Agent_P3","gpt-35-turbo16K-FT-Trng-regnl","85"
"Foundry_Agent_P3","gpt-35-turbo4K-FT-Hstng-glbl","2.1"
"Foundry_Agent_P3","gpt-35-turbo4K-FT-Hstng-regnl","2.1"
"Foundry_Agent_P3","gpt-35-turbo4K-FT-Trng-regnl","49.5"
"Foundry_Agent_P3","gpt-4-32K-Outp-glbl","0.1"
"Foundry_Agent_P3","gpt-4-32K-Output-regional","0.1"
"Foundry_Agent_P3","gpt-4-8K-FT-Hstng-glbl","6.2"
"Foundry_Agent_P3","gpt-4-8K-FT-Hstng-regnl","6.2"
"Foundry_Agent_P3","gpt-4-8K-FT-Trng-regnl","127.5"
"Foundry_Agent_P3","gpt-4-8K-FT-Trng-regnl tkn","0.1"
"Foundry_Agent_P3","gpt-4.1-ft hosting global","1.7"
"Foundry_Agent_P3","gpt-4.1-ft hosting regional","1.7"
"Foundry_Agent_P3","gpt-4.1-mini-ft hosting global","1.7"
"Foundry_Agent_P3","gpt-4.1-mini-ft hosting regional","1.7"
"Foundry_Agent_P3","gpt-4.1-nano-ft hosting global","1.7"
"Foundry_Agent_P3","gpt-4.1-nano-ft hosting regional","1.7"
"Foundry_Agent_P3","gpt-4o-0806-FT-Hstng-glbl","1.7"
"Foundry_Agent_P3","gpt-4o-0806-FT-Hstng-regnl","1.8"
"Foundry_Agent_P3","gpt-4o-mini-0718-FT-Hstng-glbl","1.7"
"Foundry_Agent_P3","gpt-4o-mini-0718-FT-Hstng-regnl","1.8"
"Foundry_Agent_P3","gpt4o mn trscb aud in dz 1215","3.2"
"Foundry_Agent_P3","gpt4o mn trscb aud in gl 1215","3"
"Foundry_Agent_P3","gpt4o mn trscb aud in rg 1215","3.9"
"Foundry_Agent_P3","gpt4o mn trscb txt in dz 1215","1.3"
"Foundry_Agent_P3","gpt4o mn trscb txt in gl 1215","1.2"
"Foundry_Agent_P3","gpt4o mn trscb txt in rg 1215","1.3"
"Foundry_Agent_P3","gpt4o mn trscb txt out dz 1215","5.5"
"Foundry_Agent_P3","gpt4o mn trscb txt out gl 1215","5"
"Foundry_Agent_P3","gpt4o mn trscb txt out rg 1215","6"
"Foundry_Agent_P3","gpt4o mn tts aud out dz 1215","13.1"
"Foundry_Agent_P3","gpt4o mn tts aud out gl 1215","12"
"Foundry_Agent_P3","gpt4o mn tts aud out rg 1215","14.5"
"Foundry_Agent_P3","gpt4o mn tts txt in dz 1215","0.6"
"Foundry_Agent_P3","gpt4o mn tts txt in gl 1215","0.5"
"Foundry_Agent_P3","gpt4o mn tts txt in rg 1215","0.6"
"Foundry_Agent_P3","gpt4o realtimePrvw audio inp glbl","0.1"
"Foundry_Agent_P3","gpt4o realtimePrvw audio inp regn","0.1"
"Foundry_Agent_P3","gpt4o realtimePrvw audio outp glbl","0.2"
"Foundry_Agent_P3","gpt4o realtimePrvw audio outp regn","0.2"
"Foundry_Agent_P3","gpt4o realtimePrvwAudInp DataZone","0.1"
"Foundry_Agent_P3","gpt4o realtimePrvwAudOutp DataZone","0.2"
"Foundry_Agent_P3","Graph data management","1"
"Foundry_Agent_P3","Graph data science","1"
"Foundry_Agent_P3","High Scale DF Comp","0.2"
"Foundry_Agent_P3","Image Field Extraction","6"
"Foundry_Agent_P3","Image Retrieval - Query","0.1"
"Foundry_Agent_P3","Image-DALL-E-2-glbl","2.5"
"Foundry_Agent_P3","Image-DALL-E-2-regnl","2"
"Foundry_Agent_P3","Image-Dall-E-3 HD HighRes-glbl","12"
"Foundry_Agent_P3","Image-Dall-E-3 HD HighRes-regnl EP","13.1"
"Foundry_Agent_P3","Image-Dall-E-3 HD LowRes-glbl","8"
"Foundry_Agent_P3","Image-Dall-E-3 HD LowRes-regnl EP","10"
"Foundry_Agent_P3","Image-Dall-E-3 Std HighRes-glbl","10"
"Foundry_Agent_P3","Image-Dall-E-3 Std HighRes-regnl EP","8.8"
"Foundry_Agent_P3","Image-Dall-E-3 Std LowRes-glbl","5"
"Foundry_Agent_P3","Image-Dall-E-3 Std LowRes-regnl EP","4.4"
"Foundry_Agent_P3","Internal Personal Voice","6.2"
"Foundry_Agent_P3","Internal Service Charge","1000"
"Foundry_Agent_P3","Kontext Pro Dzone","44"
"Foundry_Agent_P3","Kontext Pro glbl","40"
"Foundry_Agent_P3","Kontext Pro regnl","48.3"
"Foundry_Agent_P3","Layout","5"
"Foundry_Agent_P3","Liveness","15"
"Foundry_Agent_P3","Liveness and Verification","18.6"
"Foundry_Agent_P3","M1","3"
"Foundry_Agent_P3","M2","3.2"
"Foundry_Agent_P3","Map processing","1"
"Foundry_Agent_P3","Map services","1"
"Foundry_Agent_P3","ML Model Endpoint","1"
"Foundry_Agent_P3","Model Router","0.1"
"Foundry_Agent_P3","Model Router Datazone","0.1"
"Foundry_Agent_P3","MultiRecognizerSpeechToTextTeams","1.1"
"Foundry_Agent_P3","Neural HD Text to Speech","22"
"Foundry_Agent_P3","o1-pro Batch Outp Data Zone","0.3"
"Foundry_Agent_P3","o1-pro Batch Outp glbl","0.2"
"Foundry_Agent_P3","o1-pro Inp Data Zone","0.1"
"Foundry_Agent_P3","o1-pro Inp glbl","0.1"
"Foundry_Agent_P3","o1-pro Inp regnl","0.1"
"Foundry_Agent_P3","o1-pro Outp Data Zone","0.6"
"Foundry_Agent_P3","o1-pro Outp glbl","0.5"
"Foundry_Agent_P3","o1-pro Outp regnl","0.7"
"Foundry_Agent_P3","o3-deep research 0626-inp-cchd-dzone","2.7"
"Foundry_Agent_P3","o3-deep research 0626-inp-cchd-glbl","2.5"
"Foundry_Agent_P3","o3-deep research 0626-inp-dzone","11"
"Foundry_Agent_P3","o3-deep research 0626-inp-glbl","10"
"Foundry_Agent_P3","o3-deep research 0626-out-dzone","44"
"Foundry_Agent_P3","o3-deep research 0626-out-glbl","40"
"Foundry_Agent_P3","o3-mini RFT Training global","100"
"Foundry_Agent_P3","o3-mini RFT Training regional","110"
"Foundry_Agent_P3","o3-mini-ft hosting global","1"
"Foundry_Agent_P3","o3-mini-ft hosting regional","1.1"
"Foundry_Agent_P3","o4 mini dev RFT Training glbl","50"
"Foundry_Agent_P3","o4-mini RFT Training global","100"
"Foundry_Agent_P3","o4-mini RFT Training regional","121"
"Foundry_Agent_P3","o4-mini-ft hosting global","1.7"
"Foundry_Agent_P3","o4-mini-ft hosting regional","1.7"
"Foundry_Agent_P3","OAI-based Neural Text to Speech","15"
"Foundry_Agent_P3","OCR 1125 Dzone","2.2"
"Foundry_Agent_P3","OCR 1125 glbl","2"
"Foundry_Agent_P3","OCR DZone","1.1"
"Foundry_Agent_P3","OCR glbl","1"
"Foundry_Agent_P3","OCR regnl","1.2"
"Foundry_Agent_P3","OneLake BCDR Iterative Read Operation via proxy","0.2"
"Foundry_Agent_P3","OneLake BCDR Iterative Read Operations","1"
"Foundry_Agent_P3","OneLake BCDR Iterative Write Operations","0.1"
"Foundry_Agent_P3","OneLake BCDR Iterative Write Operations via proxy","1"
"Foundry_Agent_P3","OneLake BCDR Other Operations","1"
"Foundry_Agent_P3","OneLake BCDR Other Operations via proxy","1"
"Foundry_Agent_P3","OneLake BCDR Read Operations","0.1"
"Foundry_Agent_P3","OneLake BCDR Read Operations via proxy","1"
"Foundry_Agent_P3","OneLake BCDR Write Operations","1"
"Foundry_Agent_P3","OneLake BCDR Write Operations via proxy","0.2"
"Foundry_Agent_P3","OneLake Cache","0.2"
"Foundry_Agent_P3","OneLake diagnostics","1"
"Foundry_Agent_P3","OneLake Iterative Read Operations","1"
"Foundry_Agent_P3","OneLake Iterative Read Operations via proxy","0.2"
"Foundry_Agent_P3","OneLake Iterative Write Operations","1"
"Foundry_Agent_P3","OneLake Iterative Write Operations via proxy","1"
"Foundry_Agent_P3","OneLake Other Operations","1"
"Foundry_Agent_P3","OneLake Other Operations via proxy","1"
"Foundry_Agent_P3","OneLake Read Operations","1"
"Foundry_Agent_P3","OneLake Read Operations via proxy","1"
"Foundry_Agent_P3","OneLake Security","1"
"Foundry_Agent_P3","OneLake Write Operations","1"
"Foundry_Agent_P3","Phi-3-Medium-128K-Instruct-Finetuned","0.8"
"Foundry_Agent_P3","Phi-3-Medium-4K-Instruct-Finetuned","0.8"
"Foundry_Agent_P3","Phi-3-Mini-128K-Instruct-Finetuned","0.8"
"Foundry_Agent_P3","Phi-3-Small-128K-Instruct-Finetuned","0.8"
"Foundry_Agent_P3","Phi-3.5-Mini-Instruct-Finetuned","0.8"
"Foundry_Agent_P3","Phi-4-Mini-FT","0.8"
"Foundry_Agent_P3","Photo Avatar Creation","2000"
"Foundry_Agent_P3","Power BI","1"
"Foundry_Agent_P3","Provisioned Data Zone","1.1"
"Foundry_Agent_P3","Provisioned Global","1"
"Foundry_Agent_P3","Provisioned Throughput - Available","2"
"Foundry_Agent_P3","Provisioned Throughput Units","312"
"Foundry_Agent_P3","Provisioned Throughput Units Overage","2"
"Foundry_Agent_P3","Real Time Speech Translation Cstm Audio Output","2"
"Foundry_Agent_P3","Real Time Speech Translation Std Audio Output","1.5"
"Foundry_Agent_P3","Real Time Speech Translation Text Output","10"
"Foundry_Agent_P3","Rerank v4 Fast DZ","2.2"
"Foundry_Agent_P3","Rerank v4 Fast Glbl","2"
"Foundry_Agent_P3","Rerank v4 Pro DZ","2.7"
"Foundry_Agent_P3","Rerank v4 Pro Glbl","2.5"
"Foundry_Agent_P3","RTI Event Listener and Alert","1"
"Foundry_Agent_P3","RTI Event Operations","1"
"Foundry_Agent_P3","S1 Custom Model Hosting","10"
"Foundry_Agent_P3","S1 Custom Training","12.5"
"Foundry_Agent_P3","S1 Custom Translation","40"
"Foundry_Agent_P3","S1 Document","15"
"Foundry_Agent_P3","S1 Image","10"
"Foundry_Agent_P3","S1 Standard","15"
"Foundry_Agent_P3","S2","8.2"
"Foundry_Agent_P3","S2 Custom Model Hosting","12.5"
"Foundry_Agent_P3","S3","6"
"Foundry_Agent_P3","S3 Custom Model Hosting","10"
"Foundry_Agent_P3","S4","5.6"
"Foundry_Agent_P3","S4 Custom Model Hosting","10"
"Foundry_Agent_P3","Shelf Image Composition","2.5"
"Foundry_Agent_P3","Shelf Planogram Compliance","5"
"Foundry_Agent_P3","Shelf Product Recognition","5"
"Foundry_Agent_P3","Sora 1080p 1-5s glbl","1.3"
"Foundry_Agent_P3","Sora 1080p 1-5s regnl","1.6"
"Foundry_Agent_P3","Sora 1080p 11-15s glbl","2.8"
"Foundry_Agent_P3","Sora 1080p 11-15s regnl","2.8"
"Foundry_Agent_P3","Sora 1080p 16-20s glbl","3.6"
"Foundry_Agent_P3","Sora 1080p 16-20s regnl","3.9"
"Foundry_Agent_P3","Sora 1080p 6-10s glbl","1.8"
"Foundry_Agent_P3","Sora 1080p 6-10s regnl","2"
"Foundry_Agent_P3","Sora 1080p Sq 1-5s glbl","0.5"
"Foundry_Agent_P3","Sora 1080p Sq 1-5s regnl","0.5"
"Foundry_Agent_P3","Sora 1080p Sq 11-15s glbl","1.1"
"Foundry_Agent_P3","Sora 1080p Sq 11-15s regnl","1.1"
"Foundry_Agent_P3","Sora 1080p Sq 16-20s glbl","1.3"
"Foundry_Agent_P3","Sora 1080p Sq 16-20s regnl","1.6"
"Foundry_Agent_P3","Sora 1080p Sq 6-10s glbl","0.7"
"Foundry_Agent_P3","Sora 1080p Sq 6-10s regnl","0.8"
"Foundry_Agent_P3","Sora 2 dzone","0.1"
"Foundry_Agent_P3","Sora 2 glbl","0.1"
"Foundry_Agent_P3","Sora 2 pro dzone","0.3"
"Foundry_Agent_P3","Sora 2 pro glbl","0.2"
"Foundry_Agent_P3","Sora 2 pro high res dzone","0.5"
"Foundry_Agent_P3","Sora 2 pro high res glbl","0.5"
"Foundry_Agent_P3","Sora 2 pro high res rgnl","0.6"
"Foundry_Agent_P3","Sora 2 pro rgnl","0.3"
"Foundry_Agent_P3","Sora 2 rgnl","0.1"
"Foundry_Agent_P3","Sora 480p 1-20s glbl","0.2"
"Foundry_Agent_P3","Sora 480p 1-20s regnl","0.2"
"Foundry_Agent_P3","Sora 480p Sq 1-20s glbl","0.1"
"Foundry_Agent_P3","Sora 480p Sq 1-20s regnl","0.1"
"Foundry_Agent_P3","Sora 720p 1-5s glbl","0.4"
"Foundry_Agent_P3","Sora 720p 1-5s regnl","0.4"
"Foundry_Agent_P3","Sora 720p 11-15s glbl","0.6"
"Foundry_Agent_P3","Sora 720p 11-15s regnl","0.6"
"Foundry_Agent_P3","Sora 720p 16-20s glbl","0.7"
"Foundry_Agent_P3","Sora 720p 16-20s regnl","0.9"
"Foundry_Agent_P3","Sora 720p 6-10s glbl","0.5"
"Foundry_Agent_P3","Sora 720p 6-10s regnl","0.5"
"Foundry_Agent_P3","Sora 720p Sq 1-20s glbl","0.2"
